gene_name	localisation
ATXN3	Nucleoplasm
GOLGA5	Golgi-apparatus
FGFR2	Cell-Junctions
LRRC40	Nucleoli
ISOC1	Endoplasmic-reticulum
ISOC1	Vesicles
TRMT11	Nuclear-bodies
THUMPD1	Cytosol
MSANTD3	Nucleoplasm
KIF26A	Flagellar-centriole
KIF26A	Plasma-membrane
ATG2B	Endoplasmic-reticulum
ATG2B	Vesicles
ARFGEF1	Golgi-apparatus
ZFAT	Nuclear-bodies
MTFR1	Mitochondria
STAG3	Nucleoli
MYO9A	Plasma-membrane
DDX3Y	Cytosol
PFKP	Cytosol
SP100	Nuclear-bodies
KLF6	Nucleoplasm
PLPP1	Plasma-membrane
NEO1	Nucleoplasm
NEO1	Plasma-membrane
PHKA1	Cytosol
PHKA1	Vesicles
EVI5	Golgi-apparatus
STOML1	Vesicles
PKM	Cytosol
DHX29	Cytosol
DNTTIP2	Nucleoli
DNTTIP2	Nucleoli-rim
METTL22	Nucleoli-rim
TP53BP1	Nuclear-bodies
TRO	Cell-Junctions
RRP15	Mitotic-chromosome
RRP15	Nucleoli-rim
RHOA	Cytosol
RHOA	Plasma-membrane
DHX8	Nucleoplasm
PRKCZ	Cytosol
ZFY	Nucleoplasm
IARS2	Mitochondria
NAV3	Nuclear-membrane
IDH3G	Mitochondria
IDH3G	Nucleoli
CBFB	Cytosol
CBFB	Nucleoplasm
PDK3	Mitochondria
HDAC4	Nuclear-speckles
FGFR3	Endoplasmic-reticulum
IFI35	Cytosol
IFI35	Nucleoplasm
HEATR6	Mitochondria
COASY	Mitochondria
PLEKHH3	Golgi-apparatus
MEF2A	Nucleoplasm
OTUD5	Cytosol
TFE3	Cytosol
TFE3	Nucleoplasm
ACSL4	Golgi-apparatus
INPP5A	Cytosol
GPKOW	Nucleoplasm
GRIPAP1	Cytosol
GRIPAP1	Vesicles
FTSJ1	Cytosol
PRR11	Endoplasmic-reticulum
ATP11A	Vesicles
POLR1A	Nucleoli-fibrillar-center
LAPTM4A	Golgi-apparatus
LAPTM4A	Vesicles
IP6K2	Nucleoli-fibrillar-center
STON1-GTF2A1L	Nucleoplasm
SRBD1	Cytosol
SRBD1	Mitochondria
KIF2A	Annulus
KIF2A	Basal-body
KIF2A	Centrosome
KIF2A	Nucleoli
KIF2A	Nucleoplasm
RASGRP2	Plasma-membrane
PSME4	Nucleoplasm
SIRT2	Cytosol
SIRT2	Nucleoli
PAGE1	Nucleoli-fibrillar-center
PITX1	Nucleoli
MAST4	Cytosol
MAST4	Nucleoplasm
NUP133	Nuclear-membrane
NUCKS1	Nucleoplasm
VPS35	Endosomes
VPS35	Lysosomes
DNAJA2	Cytosol
DNAJA2	Nucleoli
BCL3	Nucleoplasm
ABCC9	Nucleoplasm
ABCC9	Plasma-membrane
GAL	Golgi-apparatus
RORA	Nucleoli
TGFBR3	Cytosol
ATP1B3	Plasma-membrane
NEDD4	Cytosol
NEDD4	Nucleoplasm
MAPK6	Cytosol
GNB5	Nuclear-speckles
RAB27A	Mid-piece
RAB27A	Principal-piece
HDHD5	Mitochondria
UFD1	Cytosol
UFD1	Nucleoplasm
ELP1	Cytosol
NUCB2	Golgi-apparatus
SPTB	Cytosol
SLC44A1	Mitochondria
SMG6	Nucleoli
EXOC5	Vesicles
CLTCL1	Vesicles
FSTL3	Nucleoplasm
RNF126	Nucleoplasm
MNT	Nucleoplasm
ZXDC	Nucleoli
JMJD6	Nucleoplasm
POLB	Cytosol
POLB	Vesicles
ST6GALNAC1	Golgi-apparatus
WIPI1	Golgi-apparatus
GBA2	Golgi-apparatus
GBA2	Nucleoplasm
ASNS	Cytosol
CNGB1	Cytosol
CNGB1	Plasma-membrane
PABPC1	Cytosol
TESK2	Nucleoplasm
CFAP20	Nucleoplasm
CFAP20	Principal-piece
PTPN21	Cytosol
EIF2B3	Cytosol
EIF2B3	Vesicles
TCOF1	Nucleoli-fibrillar-center
CDC42	Microtubules
OSBPL3	Cytosol
RAD18	Nuclear-bodies
RAD18	Nucleoplasm
ATP2B1	Plasma-membrane
MGAT4A	Golgi-apparatus
WDR1	Cell-Junctions
WDR1	Cytosol
WDR1	Plasma-membrane
MS4A12	Cytosol
MS4A12	Plasma-membrane
ARHGAP10	Nucleoplasm
RPS6KA2	Nucleoplasm
ING3	Nucleoplasm
VASH1	Basal-body
VASH1	Centrosome
LMCD1	Cytosol
LMCD1	Nucleoplasm
BUD23	Nucleoli
BUD23	Nucleoplasm
TRIP13	Nuclear-speckles
TRIP13	Nucleoplasm
TCF3	Nucleoplasm
TRIB2	Nucleoplasm
DAZAP1	Nucleoplasm
MBD3	Nucleoplasm
HLTF	Nucleoplasm
FAM50A	Nucleoplasm
FAM3A	Nucleoli-rim
CPSF1	Nucleoplasm
CYBRD1	Plasma-membrane
PDCD2	Nucleoplasm
SLC6A15	Nucleoli
ACTN1	Actin-filaments
ACTN1	Focal-adhesion-sites
ACTN1	Plasma-membrane
RPS6KA6	Mitochondria
RPS6KA6	Nucleoplasm
EPN2	Vesicles
PTPN18	Intermediate-filaments
LIMS2	Focal-adhesion-sites
ASIC4	Golgi-apparatus
SPEG	Vesicles
LNX1	Cell-Junctions
ALDH3A2	Cytosol
ALDH3A2	Endoplasmic-reticulum
TFRC	Endosomes
TFRC	Lysosomes
SREBF1	Nucleoplasm
AFF4	Nucleoplasm
UBE2D1	Cytosol
UBE2D1	Plasma-membrane
PALS1	Nucleoplasm
PALS1	Plasma-membrane
RHOBTB1	Nucleoplasm
SMC1A	Nucleoplasm
MARK2	Plasma-membrane
HMMR	Microtubules
P4HA2	Endoplasmic-reticulum
P4HA2	Vesicles
NFATC3	Cytosol
NFATC3	Nucleoplasm
TRNT1	Mitochondria
ACADVL	Mitochondria
STK10	Plasma-membrane
FBXW11	Plasma-membrane
FBXW11	Vesicles
CRMP1	Centrosome
EVC	Basal-body
EVC	Nucleoplasm
DERL2	Endoplasmic-reticulum
IRAG1	Cytosol
TMEM38A	Nucleoplasm
AP1M1	Cytosol
AP1M1	Vesicles
PVR	Nucleoplasm
PVR	Plasma-membrane
PVR	Vesicles
XRCC1	Nucleoplasm
SCARB1	Vesicles
MCM2	Nucleoplasm
PANX2	Plasma-membrane
SELENOO	Mitochondria
TP63	Nucleoplasm
ALPK1	Basal-body
ALPK1	Centrosome
LLGL2	Cytosol
PDE8A	Golgi-apparatus
CLCN4	Vesicles
NLE1	Nucleoli
SDHA	Mitochondria
SMARCE1	Nucleoplasm
FNDC8	Cytosol
GSDMB	Nucleoplasm
KDM5A	Nuclear-bodies
PPP2R3A	Golgi-apparatus
FERMT2	Focal-adhesion-sites
PTGS2	Vesicles
IGF2BP2	Cytosol
MAP3K13	Centriolar-satellite
PICALM	Vesicles
NSF	Cytosol
NSF	Golgi-apparatus
GLI2	Nucleoli
GLI2	Nucleoplasm
MRPS34	Mitochondria
NOTCH3	Nucleoplasm
NOTCH3	Plasma-membrane
CLNS1A	Cytosol
CLNS1A	Nucleoplasm
PPP2R2C	Cytosol
TEAD2	Nucleoplasm
EED	Nucleoplasm
TSG101	Cytosol
NCBP3	Nuclear-speckles
MGLL	Vesicles
NUAK1	Nucleoli-fibrillar-center
DPP8	Cytosol
ZNF532	Nucleoplasm
SCARF1	Golgi-apparatus
LMAN1	Vesicles
HACD3	Endoplasmic-reticulum
IPCEF1	Nuclear-speckles
IPCEF1	Plasma-membrane
ZZEF1	Nucleoplasm
ENO1	Cytosol
ENO1	Plasma-membrane
SLC12A1	Vesicles
ARHGEF10L	Cytosol
ARHGEF10L	Golgi-apparatus
ARHGEF10L	Vesicles
TXK	Cytosol
TXK	Nucleoplasm
KCNQ2	Endoplasmic-reticulum
TACR2	Plasma-membrane
ACTR6	Cytosol
ACTR6	Plasma-membrane
SRI	Cytosol
SRI	Nucleoplasm
EIF4G3	Cytosol
NUP37	Nucleoplasm
SEMA3A	Vesicles
GTSE1	Centrosome
SEMA3C	Cytosol
SEMA3C	Golgi-apparatus
TTC38	Cytosol
ACAT1	Mitochondria
CELSR1	Plasma-membrane
ZNF638	Nucleoplasm
ADD2	Cytosol
ADD2	Nucleoplasm
RASAL2	Focal-adhesion-sites
RASAL2	Plasma-membrane
VPS9D1	Cytosol
ZNF37A	Vesicles
SLC25A3	Mitochondria
FNDC3B	Endoplasmic-reticulum
FOSL2	Nucleoplasm
CACNG4	Vesicles
FRYL	Cytosol
FSCN1	Cytosol
FSCN1	Plasma-membrane
MOCOS	Mitochondria
PLD1	Plasma-membrane
ATP12A	Actin-filaments
ATP12A	Plasma-membrane
WDR62	Cytosol
DLG1	Vesicles
RAB7A	Lysosomes
RAB7A	Primary-cilium-transition-zone
BCAP29	Cytosol
SEC31B	Cytosol
SEC31B	Nucleoplasm
SEC31B	Vesicles
SART3	Nucleoplasm
ARHGAP15	Plasma-membrane
TUBA3D	Microtubules
PAX2	Nucleoplasm
EXOSC7	Nuclear-speckles
KIFAP3	Basal-body
KIFAP3	Microtubules
MKRN2	Cytosol
MKRN2	Nucleoplasm
MCM6	Nucleoplasm
REXO2	Mitochondria
RBM7	Nucleoplasm
RBMS2	Nucleoli-fibrillar-center
BAZ2A	Nuclear-speckles
PTPN23	Basal-body
PTPN23	Nuclear-bodies
PTPN23	Nucleoplasm
MLH1	Nucleoplasm
UNG	Nucleoplasm
FMO4	Cytosol
FMO4	Vesicles
KLHL20	Cytosol
KLHL20	Golgi-apparatus
SLC46A1	Cytosol
SLC46A1	Plasma-membrane
SPAG5	Mitotic-spindle
SPAG5	Nuclear-bodies
ANKRD13A	Plasma-membrane
TPD52	Cytosol
TRAF4	Nucleoli-fibrillar-center
PAG1	Plasma-membrane
PAG1	Vesicles
GPATCH1	Nucleoplasm
ICAM3	Mitochondria
MCAM	Plasma-membrane
GPC4	Plasma-membrane
MBNL3	Nucleoplasm
RAP1GAP	Cytosol
XAB2	Nucleoplasm
ARHGEF1	Cytosol
ARHGEF1	Plasma-membrane
STXBP2	Cytosol
NMRK2	Nucleoplasm
DGKD	Cytosol
CTTNBP2	Midbody-ring
ACTL6B	Nucleoli-rim
RARB	Nucleoplasm
TOP2B	Nucleoplasm
TM9SF3	Vesicles
NFKB2	Cytosol
NFKB2	Nucleoplasm
UBE2T	Nucleoli
PPP1R12B	Actin-filaments
PPP1R12B	Plasma-membrane
GTF3C1	Nucleoli
GTF3C1	Nucleoplasm
IL4R	Plasma-membrane
USP33	Golgi-apparatus
USP33	Nucleoplasm
PAK3	Vesicles
DCX	Cytosol
SNRPA	Nucleoplasm
SPAG6	Calyx
SPAG6	End-piece
SPAG6	Mid-piece
SPAG6	Principal-piece
EXOSC5	Nucleoli
DYNC1I2	Centrosome
DYNC1I2	Cytosol
DYNC1I2	Flagellar-centriole
DYNC1I2	Microtubules
DYNC1I2	Mid-piece
DYNC1I2	Principal-piece
APBB1IP	Cytosol
APBB1IP	Plasma-membrane
LRCH4	Cytosol
LRCH4	Focal-adhesion-sites
LRCH4	Nucleoplasm
FAM76B	Nucleoplasm
SIRT6	Nucleoplasm
TYR	Vesicles
POLD3	Nucleoplasm
ACTN2	Actin-filaments
ACTN2	Focal-adhesion-sites
CAPZB	Cytosol
CAPZB	Nucleoplasm
NAALAD2	Nucleoplasm
JADE1	Nucleoplasm
SLC25A43	Cytosol
UBE2A	Cytosol
UBE2A	Nucleoplasm
UBE2A	Plasma-membrane
FGFR1	Cytokinetic-bridge
FGFR1	Microtubules
FGFR1	Mitotic-spindle
FKBP6	Cytosol
FKBP6	Nucleoli-fibrillar-center
SMC1B	Cytosol
SMC1B	Nucleoplasm
FBLN1	Endoplasmic-reticulum
ITGA8	Plasma-membrane
MAP2	Cytosol
MAP2	Plasma-membrane
PIAS2	Nucleoplasm
AMPH	Cytosol
ARAF	Plasma-membrane
MCCC1	Mitochondria
LAMP3	Vesicles
UBE2K	Cytosol
N4BP2	Nucleoplasm
TIGAR	Cytosol
TULP3	Nucleoplasm
TULP3	Primary-cilium
SYNJ2	Microtubules
ADCY2	Golgi-apparatus
ADCY2	Vesicles
PPP2R5C	Cytosol
PPP2R5C	Nucleoplasm
RBFOX1	Nucleoplasm
GNB1	Plasma-membrane
HOXA9	Nucleoplasm
EDN1	Golgi-apparatus
MLLT10	Nucleoplasm
ZCWPW1	Golgi-apparatus
ADCYAP1R1	Vesicles
ITM2A	Vesicles
NRDC	Nucleoplasm
VDAC3	Mitochondria
PCM1	Basal-body
PCM1	Centriolar-satellite
PCM1	Microtubules
PCM1	Primary-cilium
TNRC6C	Nucleoplasm
CBFA2T2	Nuclear-speckles
ITCH	Nucleoplasm
PKD2L2	Plasma-membrane
SDF4	Golgi-apparatus
BPIFB2	Vesicles
TP73	Nucleoplasm
TP73	Plasma-membrane
TOLLIP	Cytosol
UBE2D4	Cytosol
UBE2D4	Plasma-membrane
CLUL1	Endoplasmic-reticulum
RUNX1T1	Nucleoplasm
CDH17	Cell-Junctions
THOC1	Nuclear-speckles
FKBP7	Endoplasmic-reticulum
OSBPL6	Plasma-membrane
SLC1A3	Nucleoli
SLC1A3	Vesicles
XRCC5	Nucleoplasm
LXN	Cytosol
LXN	Nucleoplasm
SP140	Nucleoli-fibrillar-center
MKNK1	Nucleoplasm
TNS1	Focal-adhesion-sites
REXO1	Nucleoplasm
SAR1A	Endoplasmic-reticulum
CDC14A	Endoplasmic-reticulum
CDC14A	Nucleoplasm
SENP1	Nucleoplasm
CIC	Nucleoplasm
LIPE	Cytosol
FDFT1	Endoplasmic-reticulum
PAFAH1B3	Intermediate-filaments
OPHN1	Nucleoplasm
OPHN1	Plasma-membrane
KIF22	Nuclear-speckles
SCGN	Cytosol
CARMIL1	Cytosol
CARMIL1	Plasma-membrane
PGM1	Cytosol
DDX1	Nucleoplasm
DNM2	Cytosol
DNM2	Golgi-apparatus
EPB41L2	Plasma-membrane
MOXD1	Cytosol
STX7	Lysosomes
RABL2B	Basal-body
RABL2B	Centrosome
KEAP1	Centriolar-satellite
KEAP1	Nucleoplasm
PTPRH	Cytosol
PTPRH	Nuclear-speckles
DCT	Plasma-membrane
SLC35C2	Golgi-apparatus
CRYBG3	Plasma-membrane
EPHA6	Mid-piece
RFX3	Nucleoplasm
RIF1	Nucleoplasm
SLC4A4	Plasma-membrane
SMARCA2	Nucleoplasm
RDH8	Nucleoplasm
SESN1	Nucleoli-fibrillar-center
DNAAF6	Acrosome
DNAAF6	Golgi-apparatus
DNAAF6	Primary-cilium
COL5A3	Plasma-membrane
SRCAP	Nucleoplasm
PUM3	Nucleoli
CHRNA3	Nuclear-speckles
CHRNA3	Plasma-membrane
PSEN1	Golgi-apparatus
CPOX	Mitochondria
CLDND1	Nucleoplasm
MOK	Endoplasmic-reticulum
HSP90AA1	Cytosol
RBL1	Nucleoplasm
DLGAP4	Nucleoplasm
IGSF9B	Cell-Junctions
IGSF9B	Golgi-apparatus
NDC80	Nuclear-speckles
NDC80	Nucleoplasm
RSBN1	Nucleoplasm
MAGI3	Cell-Junctions
AFP	Golgi-apparatus
TCF7	Nucleoplasm
OSTM1	Cytosol
PCNP	Nucleoplasm
EXD2	Mitochondria
ARG2	Mitochondria
MEF2C	Nucleoplasm
MEF2C	Vesicles
CACNA1S	Acrosome
CACNA1S	Equatorial-segment
PKP1	Nucleoplasm
PKP1	Plasma-membrane
UBA5	Cytosol
UBA5	Vesicles
STK17B	Nucleoplasm
CDC14B	Nucleoplasm
ZNF510	Nucleoplasm
DUSP12	Nucleoplasm
AACS	Vesicles
CADPS2	Nucleoplasm
CADPS2	Vesicles
PCDHB4	Plasma-membrane
PCDHA6	Vesicles
PCDHGA2	Plasma-membrane
PCDHGA2	Vesicles
HSPB11	End-piece
HSPB11	Mid-piece
HSPB11	Principal-piece
ATP8B1	Cytosol
ATP8B1	Plasma-membrane
IL12RB2	Plasma-membrane
SMARCD3	Nucleoplasm
WDR70	Cytosol
WDR70	Mitochondria
FYB1	Plasma-membrane
MPP4	Cytosol
BZW1	Vesicles
C1QTNF3	Golgi-apparatus
ME2	Mitochondria
C5orf22	Nuclear-membrane
CCNT2	Cytosol
CCNT2	Nucleoplasm
FAM135A	Nucleoplasm
EPB41L3	Cell-Junctions
EPB41L3	Plasma-membrane
COBLL1	Cell-Junctions
DLG3	Nucleoli
DLG3	Nucleoplasm
SERTAD4	Nucleoplasm
TRAF5	Cytosol
MRPL22	Mitochondria
GEMIN5	Cytosol
OPRK1	Plasma-membrane
NFE2L1	Nucleoplasm
SEMA5B	Cytosol
GSK3B	Nucleoplasm
ITGB5	Mitochondria
ITGB5	Plasma-membrane
ERC1	Plasma-membrane
XPO1	Nuclear-membrane
XPO1	Nucleoplasm
RNF13	Nucleoplasm
RNF13	Vesicles
PALB2	Nuclear-speckles
PALB2	Nucleoplasm
DOP1A	Nucleoplasm
LYRM2	Cytosol
BCKDHB	Mitochondria
KAT6A	Nuclear-speckles
TUT7	Cytosol
GRHL2	Nucleoplasm
TNPO1	Nucleoplasm
P2RX5	Cytosol
P2RX5	Plasma-membrane
DIS3	Nucleoplasm
PIBF1	Centriolar-satellite
PIBF1	Centrosome
TDRD3	Nucleoplasm
NUFIP1	Nucleoplasm
PDS5B	Nucleoplasm
OXCT1	Mitochondria
RRAGB	Golgi-apparatus
RRAGB	Vesicles
CYLD	Centriolar-satellite
ZNF324	Cytosol
ZNF324	Nuclear-membrane
ZNF324	Nucleoplasm
ZNF671	Nucleoplasm
ZNF416	Nucleoplasm
ZNF586	Nucleoli-fibrillar-center
ZNF446	Nuclear-speckles
ZNF264	Nucleoplasm
RPS5	Cytosol
RPS5	Endoplasmic-reticulum
YTHDC1	Nucleoplasm
CHMP2B	Cytosol
SMAP2	Cytosol
PPIE	Nuclear-speckles
STARD7	Mitochondria
NOA1	Mitochondria
REST	Nucleoplasm
HAL	Cytosol
GSTP1	Cytosol
GSTP1	Mitochondria
APLP2	Golgi-apparatus
APLP2	Vesicles
FAM234B	Endoplasmic-reticulum
SLCO1A2	Plasma-membrane
WBP11	Nucleoplasm
EIF3I	Cytosol
COL16A1	Golgi-apparatus
TXLNA	Cytosol
APOB	Cytosol
APOB	Vesicles
NCOA1	Nucleoplasm
AGBL5	Cytokinetic-bridge
AGBL5	Primary-cilium
EFR3B	Plasma-membrane
GCKR	Nucleoplasm
HADHA	Mitochondria
CAD	Cytosol
BCORL1	Nucleoplasm
ATRX	Nuclear-bodies
AK6	Nuclear-speckles
MYNN	Nucleoplasm
MECOM	Nuclear-speckles
PREP	Cytosol
HACE1	Endoplasmic-reticulum
WDR47	Actin-filaments
WDR47	Primary-cilium
WDFY1	Golgi-apparatus
WDFY1	Vesicles
OVGP1	Vesicles
SLC25A24	Mitochondria
MAP3K4	Cytosol
ABCB1	Plasma-membrane
ZNF213	Nuclear-membrane
ZNF213	Nucleoplasm
AKR1B1	Cytosol
CPNE3	Cytosol
CPNE3	Nucleoplasm
RRN3	Nucleoli-rim
CTTN	Plasma-membrane
CTTN	Vesicles
MTIF2	Mitochondria
DDHD2	Cytosol
TTC39A	Centrosome
EPS15	Cytosol
EPS15	Vesicles
ORC1	Nucleoplasm
ATG16L1	Cytosol
USP40	Vesicles
RAD54L	Nucleoplasm
MAST2	Cytosol
DNAJA1	Cytosol
B4GALT1	Golgi-apparatus
CHMP5	Cytosol
CHMP5	Microtubules
NFX1	Nucleoplasm
DIMT1	Nucleoli
DIMT1	Nucleoli-rim
IPO11	Nucleoplasm
EIF2AK1	Nucleoplasm
NME8	Cytosol
SNX10	Microtubules
SNX10	Nucleoplasm
MRPL28	Mitochondria
HBQ1	Lipid-droplets
ITPKC	Nuclear-speckles
RBM22	Nucleoplasm
TMED2	Vesicles
ZFAND6	Nucleoplasm
HSD17B2	Endoplasmic-reticulum
TXLNG	Cytosol
LAT2	Plasma-membrane
HUWE1	Cytosol
HUWE1	Nucleoplasm
ZW10	Cytosol
ZW10	Endoplasmic-reticulum
ALG9	Endoplasmic-reticulum
ACOX3	Peroxisomes
MTMR2	Vesicles
TRIP6	Focal-adhesion-sites
ACHE	Golgi-apparatus
FTL	Cytosol
SRRT	Nucleoplasm
NLK	Nucleoplasm
ADAMTS2	Plasma-membrane
TMPRSS11E	Golgi-apparatus
ATXN7L3	Nuclear-speckles
PGS1	Vesicles
PSMC5	Cytosol
PSMC5	Plasma-membrane
UIMC1	Nuclear-bodies
MMP2	Vesicles
LPCAT2	Endoplasmic-reticulum
OGFOD1	Nucleoplasm
SH3BP2	Golgi-apparatus
NOP14	Nucleoli
ADD1	Plasma-membrane
L2HGDH	Mitochondria
TXNDC16	Mitochondria
RTRAF	Nucleoplasm
NID2	Plasma-membrane
SF3B2	Nuclear-speckles
GNAS	Nucleoplasm
DNM1L	Cytosol
PTHLH	Cytosol
PTHLH	Nucleoplasm
PHACTR3	Nucleoplasm
ERGIC2	Golgi-apparatus
ERGIC2	Vesicles
TFAP2C	Nucleoplasm
AURKA	Basal-body
AURKA	Centrosome
AURKA	Nucleoplasm
PIR	Nucleoplasm
AAMDC	Nucleoplasm
RFX2	Golgi-apparatus
RFX2	Nucleoplasm
SULT2B1	Vesicles
ALG6	Endoplasmic-reticulum
CNOT3	Cytosol
GP6	Plasma-membrane
PTPN4	Nucleoplasm
DDX18	Mitotic-chromosome
DDX18	Nucleoli
DDX18	Nucleoli-rim
KHSRP	Nucleoplasm
ASAP3	Vesicles
DNMT3B	Nucleoplasm
TPX2	Nucleoplasm
PDRG1	Actin-filaments
EPB41L1	Plasma-membrane
SLC15A1	Cytosol
SLC15A1	Nucleoplasm
ANKRD10	Nucleoplasm
TGDS	Nucleoplasm
DOCK3	Cytosol
C3orf18	Cytosol
COQ9	Cytosol
COQ9	Mitochondria
TMEM40	Plasma-membrane
KIF9	Cytosol
KIF9	Primary-cilium
KIF9	Primary-cilium-tip
ARHGAP28	Cell-Junctions
ARHGAP28	Nucleoplasm
PPP1R13B	Nucleoplasm
ATRN	Cytosol
SMOX	Nucleoplasm
FKBP1A	Golgi-apparatus
NSFL1C	Nucleoplasm
DNAAF9	Cytosol
DNAAF9	Nucleoli-fibrillar-center
ZNF343	Nucleoplasm
MAVS	Mitochondria
LZTS3	Vesicles
F11	Vesicles
XRN2	Nucleoli
DYNLL1	Cytosol
DYNLL1	Mid-piece
DYNLL1	Nucleoplasm
DYNLL1	Principal-piece
TESC	Nucleoplasm
SNX5	Cytosol
SNX5	Vesicles
MAPKAPK5	Cytosol
MAPKAPK5	Nucleoplasm
ESF1	Nucleoli
ESF1	Nucleoplasm
RBBP9	Nucleoplasm
ANAPC5	Nucleoplasm
TMEM230	Endoplasmic-reticulum
KDM2B	Nucleoplasm
CFAP61	Cytosol
CFAP61	Principal-piece
LHX5	Cytosol
TASP1	Plasma-membrane
OAS1	Cytosol
OAS1	Nucleoplasm
GCN1	Cytosol
RPLP0	Cytosol
RPLP0	Endoplasmic-reticulum
PXN	Focal-adhesion-sites
TRMT6	Nucleoplasm
CHGB	Vesicles
PEBP1	Cytosol
PEBP1	Plasma-membrane
TBX5	Nucleoplasm
BRAP	Cytosol
NOS1	Plasma-membrane
FUS	Nucleoplasm
IGBP1	Microtubules
IGBP1	Primary-cilium
FXYD5	Endoplasmic-reticulum
ZNF302	Nucleoplasm
GRAMD1A	Plasma-membrane
FXYD3	Nucleoplasm
CDIP1	Centrosome
CMTM1	Nucleoplasm
GANAB	Endoplasmic-reticulum
GMIP	Cytosol
GMIP	Nucleoplasm
RBM41	Cytosol
RBM41	Nuclear-speckles
BIRC5	Cytokinetic-bridge
MLF2	Nucleoplasm
DDX24	Cytosol
DDX24	Nucleoli
ZBTB25	Nucleoplasm
NECAP1	Vesicles
ARHGAP4	Cytosol
RCOR1	Nucleoplasm
GPATCH2L	Nucleoplasm
BLVRB	Cytosol
SLC9A1	Plasma-membrane
SPTLC1	Endoplasmic-reticulum
PAPOLA	Nucleoplasm
CCNK	Nucleoplasm
PCBP4	Cytosol
MAEA	Nucleoplasm
ICAM1	Plasma-membrane
STRN4	Cytosol
IRAK3	Vesicles
LYZ	Actin-filaments
LYZ	Golgi-apparatus
MUL1	Cytosol
MUL1	Mitochondria
MUL1	Nucleoplasm
TFAP4	Mitochondria
TFAP4	Nucleoplasm
PDCD7	Plasma-membrane
SPG21	Cytosol
SPG21	Vesicles
FETUB	Vesicles
DNAJB11	Endoplasmic-reticulum
P3H2	Golgi-apparatus
RAB11FIP3	Basal-body
RAB11FIP3	Centriolar-satellite
RAB11FIP3	Vesicles
GNPTG	Endoplasmic-reticulum
ZNF268	Cytosol
GOLGA3	Golgi-apparatus
PABPC4	Cytosol
CERS4	Nucleoplasm
CERS4	Vesicles
MCOLN1	Golgi-apparatus
MCOLN1	Vesicles
USP48	Nucleoplasm
EFNB1	Plasma-membrane
PDPR	Mitochondria
AARS1	Cytosol
GLG1	Golgi-apparatus
KIF4A	Midbody
KIF4A	Nucleoplasm
TNRC6A	Golgi-apparatus
TNRC6A	Nucleoplasm
TNRC6A	Vesicles
PLEKHG2	Nucleoplasm
DLL3	Nucleoplasm
NAT14	Mitochondria
PITPNM2	Vesicles
RBM27	Nuclear-speckles
POU4F3	Nucleoplasm
OSBPL8	Cytosol
OSBPL8	Vesicles
DTX2	Nuclear-membrane
DTX2	Nucleoplasm
NLRC4	Cytosol
PUS7	Nucleoplasm
NRCAM	Nucleoplasm
SLC26A3	Acrosome
DLD	Mitochondria
WDR7	Nucleoplasm
TXNL1	Cytosol
ABCC6	Plasma-membrane
CMTM6	Vesicles
RAPGEF4	Focal-adhesion-sites
MAP3K20	Cytosol
SMPX	Plasma-membrane
FH	Mitochondria
CDV3	Cytosol
ALKBH5	Cytosol
ALKBH5	Nucleoplasm
APOH	Golgi-apparatus
NLRP1	Cytosol
NLRP1	Nucleoplasm
PITPNM3	Plasma-membrane
SPAG7	Nucleoplasm
ORC6	Nucleoli-fibrillar-center
ORC6	Nucleoplasm
ZFHX4	Nucleoli-fibrillar-center
ZFHX4	Nucleoplasm
ZC3HC1	Nuclear-membrane
ZC3HC1	Nucleoplasm
ESR1	Vesicles
RGS17	Vesicles
TMEM101	Nucleoplasm
TMEM101	Plasma-membrane
CMA1	Cytoplasmic-bodies
PSME1	Cytosol
PPP2R3C	Nucleoplasm
JPH4	Cytosol
CEBPE	Nucleoplasm
OSGEP	Nucleoplasm
RNF31	Cytosol
G2E3	Cytosol
HECTD1	Nucleoli
HECTD1	Nucleoplasm
HNRNPC	Nucleoplasm
RPGRIP1	Microtubules
RPGRIP1	Primary-cilium
RPGRIP1	Vesicles
SUPT16H	Nucleoplasm
TOX4	Nucleoplasm
GEMIN2	Nuclear-bodies
GEMIN2	Nucleoplasm
TGM1	Plasma-membrane
TGM1	Vesicles
TINF2	Nuclear-bodies
TBL1Y	Nucleoplasm
SEMA6A	Nucleoplasm
TRPM7	Plasma-membrane
TRPM7	Vesicles
WDR76	Nuclear-bodies
SNAP23	Plasma-membrane
TBX15	Nucleoplasm
PHGDH	Cytosol
PHGDH	Plasma-membrane
COL9A3	Nucleoplasm
EZR	Plasma-membrane
AGO1	Cytoplasmic-bodies
TEKT2	Connecting-piece
CLSPN	Golgi-apparatus
CLSPN	Nucleoplasm
RFFL	Vesicles
UNC13D	Cytosol
DPYSL2	Cytosol
DPYSL2	Microtubules
DPYSL2	Plasma-membrane
TGFB2	Vesicles
GPATCH2	Nuclear-speckles
NUP50	Nuclear-membrane
NUP50	Nucleoplasm
CDC45	Nucleoplasm
COMT	Vesicles
ECHDC1	Vesicles
LRRFIP2	Actin-filaments
LRRFIP2	Plasma-membrane
SEC22C	Golgi-apparatus
XYLB	Nuclear-speckles
HDAC6	Basal-body
HDAC6	Centrosome
HDAC6	Cytosol
KRT31	Cytosol
KRT31	End-piece
KRT31	Principal-piece
CDC6	Cytosol
CDC6	Nucleoplasm
UPRT	Nucleoplasm
AAAS	Nuclear-membrane
